client_idx,action_idx,action_label,state_value,logit_-20%,logit_-10%,logit_0%,logit_+10%,logit_+20%,prob_-20%,prob_-10%,prob_0%,prob_+10%,prob_+20%,logit_variance,logit_max_min_gap,internal_score,predicted_pd,monthly_interest,reward,expected_loss,rwa_cost,constraint_penalty
247,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,639.1220870507226,0.05864479010718145,18.702633571961762,-172.38240181311983,40.21644074357151,5.849664108155856,0.0
248,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,607.4622694747986,0.06187942678353179,12.50905708379459,-120.91074972095868,28.381953671415197,4.128284170387665,0.0
249,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,745.365568005904,0.06488442069806867,61.158513581557834,-634.0394730773808,145.501939898126,21.163918530636508,0.0
250,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,734.6861595582587,0.19946587001537106,87.33513202736964,-3153.6042891152656,638.7471967340414,92.90868316131511,1.9866467503842764
251,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,543.7822745823153,0.04328168411520287,4.011131664122824,-24.837383875389364,6.365646233138576,0.9259121793656111,0.0
252,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,623.6712181492251,0.04370450324119438,17.243851135372847,-116.92960173387672,27.633244754007794,4.019381055128406,0.0
253,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,690.2840194468566,0.08115149970692091,45.70563992167278,-2304.1421954299267,135.9996449059696,19.781766531777393,0.0
254,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,723.1957174412206,0.05575910833123622,28.81946812297984,-250.834247712681,58.9214209876542,8.570388507295155,0.0
255,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,687.1267445562307,0.23327607395645641,67.39870822038566,-5379.277866693537,576.4918882575715,83.85336556473767,2.8319018489114103
256,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,843.7821992851452,0.046634602167952156,51.72915652324506,-375.32887669348844,88.45351661465958,12.865966053041392,0.0
257,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,533.002649845377,0.03763950336537937,2.375350043654462,-12.856916334992881,3.2782565186098256,0.47683731179779276,0.0
258,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,501.77672342078097,0.13590508334999052,12.234586477919649,-297.35686618144314,60.96722481792568,8.867959973516463,0.3976270837497631
259,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,692.9512042565923,0.07997321623135688,29.571778048993306,-398.17382002744495,86.71484067612062,12.613067734708451,0.0
260,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,693.5678346820265,0.06091151587910322,53.03166938122329,-528.2905785472615,118.44211029235693,17.227943315251917,0.0
261,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,663.31117861529,0.045627815984463554,11.983839540306775,-77.96416168759758,20.04920226219005,2.916247601773098,0.0
262,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,642.2169981188583,0.09169235990669786,78.50935417249309,-1211.8933998829643,263.9526251569771,38.39310911374212,0.0
263,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,754.0358637416902,0.15477575001379698,99.237520178042,-2722.140214390315,563.1839258857448,81.9176619470174,0.8693937503449246
264,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,723.3531712942977,0.11916382051588272,101.38982231214209,-2125.498194510134,443.00661489851586,64.43732580342049,0.0
265,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,866.6609232583409,0.03663949139935038,62.214058295829375,-322.6023810371711,83.58135330778654,12.157287753859862,0.0
266,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,591.8436564297442,0.13746221460629782,47.433998796097,-1158.7080630571647,239.08069247861184,34.77537345143445,0.43655536515744553
267,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,641.597485903789,0.08013804337905807,36.781568231795916,-508.86393946471816,108.07877338534634,15.720548856050375,0.0
268,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,527.4102184229283,0.11444884110445294,68.06061290602322,-1361.892205977808,285.6134699716149,41.54377745041671,0.0
269,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,644.5923295866727,0.28327429049268266,30.273579706009077,-1588.6361346882607,314.44331643609127,45.737209663431464,4.081857262317066
270,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,777.6679485477715,0.051471912153210654,23.155435883476002,-182.78955248212452,43.70133392766455,6.356557662205752,0.0
271,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,649.8309292336039,0.0335733874112341,43.1406670775506,-199.03707413854303,53.10720539570156,7.724684421192954,0.0
272,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,582.5155846339964,0.05081250739055847,17.081407601625383,-132.47561789542578,31.824802166620152,4.629062133326567,0.0
273,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,797.0117867441534,0.07592554612642739,60.00896408086549,-773.1509003027692,167.06115691176552,24.299804641711347,0.0
274,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,722.1350322205436,0.1813086161286938,101.04849928599627,-3293.6373935097677,671.7686641389273,97.71180569293487,1.5327154032173453
275,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,607.9198673639629,0.07276140896770206,22.533146835517513,-279.87928776284576,60.11659544837362,8.74423206521798,0.0
276,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,691.6085356036801,0.021469813968340586,5.3699299483804275,-13.451068499143613,4.2273512238741136,0.6148874507453256,0.0
277,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,562.902790810067,0.06105688748193892,10.595629627240301,-101.88302356071189,23.720992751526015,3.450326218403784,0.0
278,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,723.4532351752584,0.057779995696758034,42.59664767769534,-381.3572969684929,90.24525104883034,13.126581970738957,0.0
279,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,706.9079096958085,0.019432236374881943,13.084479707333799,-27.283694122220982,9.322892425559406,1.356057080081368,0.0
280,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,505.3949772747668,0.23155956839771114,32.94352282201299,-1405.4219855612732,279.70755729273407,40.68473560621586,2.7889892099427787
281,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,627.4978977479348,0.04600660789643891,35.24330909533045,-254.0456252888979,59.45225375913513,8.647600546783293,0.0
282,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,706.0682115476565,0.05331776416435342,34.63660312182649,-283.74261814692693,67.71402867914126,9.849313262420546,0.0
283,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,806.4899122042596,0.02729983607916223,27.715065550203494,-97.9565071209518,27.74261403627236,4.035289314366889,0.0
284,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,573.4530737854001,0.05983346194218801,22.988656716955433,-213.1276454050124,50.434666948452524,7.335951556138548,0.0
285,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,350.0,0.3133175124259486,49.21095124452722,-2852.454597045369,565.3506036951634,82.23281508293285,4.832937810648715
286,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,525.238250529051,0.033673871054415674,5.390714546341573,-26.507965379215836,6.655961639237864,0.9681398747982347,0.0
287,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,681.4262681380394,0.0741838183790789,78.60308413484273,-947.9187250767919,213.80615364146988,31.09907689330471,0.0
288,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,679.9665464834468,0.06722778802509329,70.74331472915273,-753.4308055160986,174.3836074494778,25.36488835628768,0.0
289,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,650.100285528613,0.1548003856269505,32.28423469074941,-904.7653818406823,183.24577259262935,26.653930558927904,0.8700096406737627
290,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,696.1060958905739,0.05551322588182636,43.23874162547478,-386.13158563119936,88.0118077923667,12.80171749707152,0.0
291,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,744.3292917752556,0.048858002894804416,36.09600264427074,-283.0179785009055,64.6645487284371,9.40575254231812,0.0
292,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,532.2295972600016,0.15376214976878488,35.88097769509851,-983.6559726775539,202.29499642748613,29.424726753088894,0.8440537442196222
293,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,584.4534151807828,0.335053325922442,65.17899673837077,-4083.157289326396,800.742786707568,116.47167806655534,5.37633314806105
294,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,790.1757604637302,0.022348395604674647,11.542483929784922,-25.78022161595096,9.458386561192548,1.3757653179916431,0.0
295,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,591.3230782247258,0.058946057214677064,35.54441107701481,-342.6490829658689,76.82410593028293,11.174415408041153,0.0
296,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,548.225793927321,0.03032528517748616,16.229100025072746,-69.26731756541248,18.045576502590226,2.6248111276494877,0.0
297,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,575.9637703110913,0.1139233454079861,15.911239731005537,-901.1367467683172,66.46426085730259,9.667528851971284,0.0
298,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,616.7227060559264,0.09622385634045046,28.968375173265795,-479.3941137467387,102.2064549399153,14.866393445805864,0.0
299,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,810.2567428673201,0.03418660878231068,45.593344831475235,-200.05877199541777,57.15166757045645,8.312969828430031,0.0
300,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,715.4722496113021,0.04831623973174913,38.61218049949554,-284.8329092686116,68.40516355123717,9.949841971089041,0.0
301,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,575.8037939350334,0.34170155808729274,84.60106792093983,-8491.59593198991,1059.9716132292474,154.17768919698145,5.542538952182319
302,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,809.962082982889,0.08261886308657058,44.762043017833975,-622.2202601009866,135.60026713073898,19.723675219016577,0.0
303,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,756.604276834737,0.038468937857289776,47.97694220369515,-260.05041931453303,67.67280696794684,9.843317377155905,0.0
304,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,509.6063649142187,0.16442836161749147,42.22505247370247,-1247.5772543889111,254.57652724032846,37.02931305313868,1.1107090404372868
305,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,690.2301030607084,0.05229834746502078,18.69210574438132,-146.36421891149735,35.84409550599406,5.213686619053681,0.0
306,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,458.8315586003944,0.1367185245110629,15.650168247417612,-379.68513092382744,78.45449007501685,11.411562192729724,0.4179631127765725
307,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,636.869923265672,0.05746067262833039,21.645009362181614,-197.73112595609717,45.603682556573695,6.6332629173198105,0.0
308,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,573.5079019336604,0.04746104503741753,22.475697097186814,-170.3854423941614,39.11306931315439,5.689173718277002,0.0
309,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,625.1427503751097,0.0520469598348991,19.360718618430173,-158.9019631499616,36.947773291301345,5.374221569643832,0.0
310,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,657.659732431383,0.1344526706023065,46.804900684690075,-1123.1329344015908,230.74494279218456,33.5629007697723,0.36131676505766275
311,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,784.1640258057707,0.044079110780030205,25.182237463790305,-169.25249156353152,40.70038994469946,5.920056719229012,0.0
312,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,692.6036336712026,0.33240923626943053,59.515905711458,-3670.547150106638,725.4000146590704,105.51272940495568,5.310230906735764
313,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,503.88365190180207,0.24917971424716612,61.90803119746513,-2845.2410556857476,565.6282691909303,82.27320279140804,3.229492856179153
314,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,589.6333112499253,0.49218730319851456,27.796258682459055,-3590.2272779516175,501.6354053306867,72.9651498662817,9.304682579962865
315,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,610.6319971585289,0.06268049614225998,19.09559360407263,-886.8397788068155,43.887113645255425,6.3835801665826075,0.0
316,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,636.0119709449116,0.07110927159220551,40.17119766324606,-481.3916673503794,104.73996884339765,15.234904559039657,0.0
317,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,726.9201516815554,0.05458483800138493,45.80069480551597,-396.9269499623351,91.66752856469859,13.333458700319794,0.0
318,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,536.039209941887,0.062071859106217944,31.235800304047576,-1466.3464929223267,71.09168716990271,10.340609042894938,0.0
319,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,780.599198354712,0.2813766696893259,157.86059233901548,-8174.568010765963,1628.670550743005,236.89753465352794,4.034416742233147
320,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,619.6603304197719,0.03694424008994331,2.8952284649606206,-15.970767485048087,3.921940569240584,0.5704640827986305,0.0
321,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,554.5564456440829,0.08021613302343127,20.43999671436393,-267.9318880742144,60.11930816605689,8.744626642335547,0.0
322,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,777.0180210828108,0.06401041060463983,18.691303034715876,-194.83310174811427,43.86939267289017,6.381002570602207,0.0
323,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,573.2385625798787,0.1285478535783571,12.783057717278067,-756.3036331937733,60.25193649655946,8.763918035863194,0.21369633945892766
324,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,718.8289617151416,0.050738924456996515,49.556025986745,-386.65261250296834,92.19538016078174,13.410237114295526,0.0
325,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,715.49080330036,0.03655287969294842,30.782401064459325,-163.17498099904742,41.25679810153987,6.000988814769435,0.0
326,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,664.6633788101071,0.05624865597283946,14.451320547715433,-123.38072318214242,29.80513645419462,4.335292575155581,0.0
327,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,556.7856669581452,0.25566586648125567,55.004836379531234,-2601.20622401183,515.6381689665268,75.00191548604025,3.3916466620313916
328,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,678.0489075826569,0.05425825113200214,30.387271759447618,-261.42658550301087,60.45454148581854,8.793387852482695,0.0
329,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,622.2555505196054,0.04566670678918057,3.1679864160452738,-22.58113241839491,5.304621915033707,0.7715813694594481,0.0
330,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,645.3514289141198,0.04322414348500891,3.207075471472727,-21.414598825824314,5.082846646026957,0.7393231485130121,0.0
331,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,660.7743450774044,0.06192810038746217,31.096394752311245,-310.3722643970812,70.61049071667371,10.270616831516174,0.0
332,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,641.7486182603368,0.10614413655969901,46.21907019486588,-833.9850950599774,179.88238760895914,26.16471092493951,0.0
333,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,691.472618847152,0.21109433723420848,55.781042346230485,-2146.482020130305,431.75227935806424,62.80033154299116,2.277358430855212
334,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,617.4237381904002,0.05780228408835051,16.06969617765931,-153.2761462161389,34.05838860139994,4.9539474329309,0.0
335,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,715.1256584508609,0.02955122747735619,17.19099937780161,-66.92632764646939,18.62722154980515,2.7094140436080214,0.0
336,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,663.718269026435,0.032982336308716824,6.638082697422838,-31.023082869074962,8.027780785620722,1.1676772051811959,0.0
337,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,705.1102615144503,0.035318865598887444,14.67624605744841,-66.43650386563989,19.006106606638145,2.7645245973291845,0.0
338,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,606.272397692178,0.2295783105789346,33.57776581547989,-1410.3801089301992,282.6533141275425,41.113209327642544,2.7394577644733653
339,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,593.4362959917936,0.1038443175534725,74.72754271615487,-1370.824420535467,284.53445811292585,41.38683027097103,0.0
340,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,545.9117750871908,0.055191787236411036,16.865138909057116,-145.42503603188516,34.12996247397726,4.964358178033055,0.0
341,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,612.0125816201295,0.07658883027817236,26.848344907380383,-1323.004351696374,75.3970554832436,10.966844433926344,0.0
342,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,602.6964074790457,0.21622585352113996,36.75938282867868,-1460.6154582590323,291.43872732485073,42.39108761088738,2.405646338028499
343,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,726.5032073336024,0.04646131613344454,54.334263742782476,-380.5238955105059,92.56285150315026,13.46368749136731,0.0
344,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,729.0804618553414,0.10530098287816188,52.75949464951213,-969.5807026948403,203.70631023412085,29.630008761326664,0.0
345,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,677.2106631308262,0.08030547846327842,78.99113531770217,-1035.1017193324226,232.59210025500695,33.831578218910096,0.0
346,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,783.7968180766287,0.02694850862410063,21.06246666861648,-75.29899054206456,20.812075704348256,3.027211011541564,0.0
347,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,578.5371909340529,0.06179593486612544,27.94545652921086,-274.2454910481243,63.32023908771932,9.210216594577357,0.0
348,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,491.1891265402047,0.27218491786900467,15.341059920929183,-771.5641064322989,153.1055216020583,22.269894051208478,3.804622946725117
349,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,597.2851167761618,0.11663110314971058,32.81629626194281,-669.5194059836049,140.33803059166416,20.41280444969661,0.0
350,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,663.963434865168,0.06954399160580907,36.047567002651896,-417.0433833766033,91.91936222488302,13.370089050892073,0.0
351,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,671.3297682643337,0.06181907817858617,51.624717694025726,-504.3670302976616,117.01772349939532,17.020759781730227,0.0
352,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,726.622998531771,0.08794882167039615,71.20515545079711,-1054.3052565969233,229.6216823543497,33.399517433359954,0.0
353,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,676.7134941716063,0.4260561205143702,54.20644138167549,-6300.725883401441,846.8161578054302,123.17325931715347,7.651403012859255
354,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,759.7102056832019,0.030254831817340955,21.020624016909863,-81.90193589390121,23.31909962532942,3.3918690364115522,0.0
355,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,715.2195788235603,0.10093203102544097,35.434506970096955,-618.0245963662355,131.13748108549115,19.074542703344164,0.0
356,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,759.4522603073848,0.08847383614260002,72.06682346430443,-3738.953877019204,233.78770545161362,34.00548442932562,0.0
357,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,817.7243684100761,0.02851022339034695,50.581531340842446,-163.27357043824028,52.87666112495264,7.69115070908402,0.0
358,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,623.3134865156759,0.09558766202098894,22.913328447111194,-370.89351811864657,80.3084881638738,11.681234642018007,0.0
359,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,846.3559809531737,0.05318901738342211,47.09815381396212,-407.6199035617848,91.85383247105707,13.360557450335573,0.0
360,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,609.8528988290707,0.24851150353611307,39.45112353851312,-3245.562421796154,359.4821276473108,52.28830947597247,3.2127875884028265
361,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,664.7160015731613,0.09834078045092594,25.950852566600783,-440.1074425266321,93.57432680810264,13.610811172087658,0.0
362,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,560.2155989145642,0.11721944710708315,32.75727451524699,-669.7834042693964,140.79228560511393,20.478877906198388,0.0
363,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,510.3184743638237,0.1373350757821326,51.59387056560937,-1256.4889117734838,259.80709788078855,37.790123328114696,0.43337689455331535
364,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,761.9399581649355,0.037436825669920244,35.27664523816076,-183.68821010346238,48.42367266002371,7.043443296003448,0.0
365,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,526.3579083496141,0.1777075477126001,23.50440417670433,-764.5953510605468,153.15336764522382,22.276853475668922,1.442688692815003
366,4,+20%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,755.1306726760154,0.04086157857383342,33.96659052564467,-207.67704422695115,50.89071194712471,7.4022853741272305,0.0
